"x","y","Layer","cell_count","Dominant","ct_count","Astro","Endo","L2/3","L4","L5","L6","Oligo","Pvalb","Smc","Sst","Vip","dominant_hat"
6,16,"L2/3",8,"L2/3",2,0.0723466194846199,0.0433760925926715,0.419835921954339,0.167613204902914,0.00679441635800283,0.00727384887604072,0.0455913057713071,0.0830333604949518,0.042952297095105,0.0123609972331306,0.0988219352369175,"L2/3"
6,17,"L2/3",5,"L2/3",2,0.101260061790738,0.0189186486990051,0.200439075175466,0.152503639617632,0.0377061321589863,0.212259490120422,0.0210455068110335,0.0553479133560534,0.0499386581810889,0.0819146088002039,0.0686662652893705,"L6"
6,18,"L2/3",6,"Endo",2,0.249505183587414,0.151501687891368,0.0669317084720188,0.112865128114614,0.0224441223947191,0.109871658856817,0.0590629416097339,0.0682389655310488,0.039934405265943,0.0529325544311336,0.0667116438451898,"Astro"
6,2,"I_CC",8,"Oligo",3,0.222755790817058,0.0843966358600377,0.0390823879082834,0.000290701375536363,0.142316303004493,0.000290701375536362,0.264421041868576,0.114054755632171,0.0354755085681638,0.0440737965781176,0.0528423770120269,"Oligo"
6,3,"I_CC",6,"Oligo",2,0.263440147066768,0.00699802629704374,0.000449797953536169,0.0273520002130642,0.14568774579553,0.0319869836647373,0.322181921644078,0.0463800531697003,0.0374713298734354,0.0353913871194236,0.0826606072026832,"Oligo"
6,4,"I_CC",4,"Oligo",2,0.0946897486115184,0.0456945788866869,0.0138432311111272,0.000695047321781894,0.19397688419053,0.296511299956716,0.189602268135901,0.0713508397326107,0.0296854833474961,0.0387079002215124,0.0252427184841198,"L6"
6,5,"I_CC",8,"L6",2,0.0737507335217283,0.0371597410211028,0.000239347557439909,0.050942849646678,0.115062989635987,0.44357280227838,0.09603809802307,0.0946408240956795,0.0429157304276056,0.000239347557436942,0.0454375362348921,"L6"
6,6,"L6",10,"L6",5,0.106933318719927,0.0315488917074754,0.0099667084998001,0.0394215346208994,0.110073633020598,0.364916045587577,0.0531442972018761,0.183590310223976,0.0391071569081537,0.0312540848102253,0.0300440186994915,"L6"
6,7,"L6",4,"L6",3,0.0520844739327105,0.0126814616375554,0.000228641041319979,0.249655421362087,0.0496232709971347,0.34855232202673,0.0804361491897952,0.12791696969751,0.0364579976445436,0.000228641041319979,0.0421346514292937,"L6"
6,8,"L5",11,"Astro",5,0.145682623798877,0.0499136060912597,0.000483683843839818,0.10246599523223,0.194447379043589,0.133642987454557,0.0650571363167973,0.0350862074366448,0.0385240720026725,0.178527525383086,0.0561687833964463,"L5"
6,9,"L5",6,"Astro",4,0.131399866988752,0.0309358386856938,0.000245690342955051,0.000225796200691927,0.436817298958784,0.119735919957033,0.0126975412905274,0.159150021469029,0.0244592112676433,0.0243479461275563,0.0599848687113339,"L5"
7,1,"HPC",2,"Astro",2,0.134283200505557,0.047244732198862,0.138294833920836,0.000152435946631229,0.0402931235782454,0.000152435946631223,0.0143861295808483,0.371357892992609,0.0257915603499815,0.162766696728838,0.0652769582509606,"Pvalb"
7,10,"L5",6,"Astro",4,0.10911020036335,0.0316945493837942,0.0241742278251732,0.286267939641861,0.236673636373624,0.0940178066026238,0.0245482385462199,0.0451986010920305,0.0372578382994986,0.0598741311755998,0.0511828306962253,"L4"
