"x","y","Layer","ID","EPL-IN","GC","M-TC","OSNs","PGC","dominant_hat"
21.945,25.895,"MCL",237,0.071705153155708,0.411831739052139,0.316810827945902,5.26437969010016e-07,0.199651753408281,"GC"
21.949,22.839,"MCL",180,0.0783007448561251,0.0894644892491386,0.602789474358338,1.93187808721463e-05,0.229425972755526,"M-TC"
21.956,19.964,"MCL",133,0.0892187559754399,0.198265379126198,0.663212723633827,0.000329071640897521,0.0489740696236374,"M-TC"
21.956,24.877,"MCL",183,0.0782810603406574,0.217789357769715,0.588855453865525,3.28374990093515e-07,0.115073799649113,"M-TC"
21.971,27.883,"GL",243,0.0354367042932774,0.115878114458483,0.404686772466425,3.53846785916878e-05,0.443963024103223,"PGC"
21.976,20.925,"MCL",138,0.0512814347728065,0.230751827792736,0.450336819457746,0.00657631497342805,0.261053603003283,"M-TC"
21.992,26.873,"MCL",244,0.130619577300733,0.168722887839217,0.268560792035992,0.000204438063215375,0.431892304760843,"PGC"
23.1,19.036,"GCL",124,0.0747676550911028,0.505222834845462,0.211574736493188,0.00179340092583855,0.206641372644409,"GC"
23.114,18.019,"GCL",128,0.0994814020492969,0.610812155440375,0.138272645174195,0.0021648883022869,0.149268909033847,"GC"
23.115,21.019,"GCL",140,0.0638109695487899,0.791949427336058,0.0988127484321952,8.18385390676272e-06,0.0454186708290502,"GC"
23.122,17.085,"GCL",7,0.0541112927089577,0.841407147069502,0.0749638392727562,4.00782784452699e-07,0.0295173201659998,"GC"
23.132,16.038,"MCL",192,0.0613453206048844,0.14385618464562,0.43738571756557,0.0397300028176365,0.317682774366288,"M-TC"
23.151,15.033,"GL",212,0.0681431869028347,0.070164685288877,0.490633635603477,4.04883246276519e-05,0.371018003880184,"M-TC"
23.156,22.013,"GCL",141,0.136852311813998,0.745376212822945,0.0610065841688742,1.28114189523481e-05,0.0567520797752302,"GC"
23.159,20.027,"GCL",123,0.0454930413277968,0.542526991023337,0.185207911804948,7.07225413256145e-06,0.226764983589786,"GC"
23.176,22.999,"GCL",174,0.0206445151444116,0.748541676433379,0.102160278161542,0.000112403365231213,0.128541126895437,"GC"
23.182,23.977,"GCL",177,0.0365993055534353,0.704957685539896,0.120385961478924,6.30544073470399e-07,0.138056416883671,"GC"
23.217,27.926,"MCL",240,0.0936844582736161,0.215830980046861,0.31238246696251,2.86164121120537e-06,0.378099233075802,"PGC"
23.227,24.938,"GCL",184,0.0324140075905434,0.617905952174676,0.179970824006327,0.000435257830038739,0.169273958398415,"GC"
23.245,26.014,"GCL",239,0.098519099921957,0.579811190896741,0.148481905528322,1.92214182947059e-05,0.173168582234685,"GC"
24.036,25.953,"GCL",238,0.0633125427538852,0.787445625345689,0.101404905949403,1.882657137072e-06,0.047835043293886,"GC"
24.059,16.02,"MCL",193,0.114062405210515,0.193110215087462,0.467610950160422,0.00011611855993827,0.225100310981662,"M-TC"
24.092,15.02,"GL",213,0.0991335078624771,0.0330735941692575,0.280211126057657,0.00317195891049271,0.584409813000116,"PGC"
24.096,20.049,"GCL",127,0.0692709789404054,0.7074159671296,0.0916203539131735,6.3402454966698e-06,0.131686359771325,"GC"
24.1,22.013,"GCL",139,0.0506211749643372,0.655065012794337,0.151800742314491,0.00107663724229019,0.141436432684545,"GC"
24.112,22.904,"GCL",175,0.0207876467693056,0.431452724129903,0.165910558961279,2.51930783007179e-06,0.381846550831682,"GC"
24.114,28.955,"GL",275,0.172179628745646,0.260034259148081,0.296941420587876,0.000110866779126921,0.27073382473927,"M-TC"
24.115,23.954,"GCL",176,0.129505828167855,0.474779354964087,0.166080904426446,0.000941029540534991,0.228692882901076,"GC"
24.121,17.055,"MCL",6,0.120959928254825,0.244772227743898,0.556143297810104,8.31359069009868e-06,0.0781162326004819,"M-TC"
24.122,18.025,"GCL",126,0.128116249152054,0.706389428465883,0.0937023528984758,1.25271456865099e-06,0.071790716769019,"GC"
24.124,19.029,"GCL",125,0.0532273612716338,0.736044530700771,0.160980637787903,0.0017674922431896,0.0479799779965019,"GC"
24.13,21.008,"GCL",142,0.0593582443559078,0.763717543312989,0.165267211796363,8.73764011879235e-06,0.0116482628946218,"GC"
24.133,26.965,"GCL",242,0.118285273966106,0.618415147469624,0.0882126968844982,2.54532936058827e-05,0.175061428386166,"GC"
24.171,27.919,"MCL",241,0.0595492457109508,0.210256438189264,0.422775126377352,0.00388789128964993,0.303531298432783,"M-TC"
24.213,24.842,"GCL",185,0.132283122564078,0.654896130960637,0.0727290402311773,5.6502495670788e-06,0.140086055994541,"GC"
25.013,24.806,"GCL",116,0.11432012244244,0.668230227668731,0.130479147439023,0.000368659911823588,0.0866018425379831,"GC"
25.04,21.01,"MCL",103,0.0902177047220632,0.12531075920362,0.561850384836959,0.000137416160001166,0.222483735077357,"M-TC"
25.044,18.022,"MCL",98,0.0754069160445695,0.176101456803298,0.306872915088842,0.113456893475324,0.328161818587967,"PGC"
25.055,21.994,"GCL",101,0.0581552365512169,0.762580709185869,0.084853523733837,4.87905247041076e-06,0.0944056514766068,"GC"
25.06,19.024,"MCL",94,0.142190329246584,0.0748558251332068,0.546892090875833,0.00116232285396189,0.234899431890414,"M-TC"
25.062,20.007,"MCL",95,0.0340247828665168,0.0834269048432424,0.610648999961948,0.00965590334652261,0.26224340898177,"M-TC"
25.068,16.996,"MCL",8,0.179220435074017,0.0232454242213747,0.701916112454014,0.000214087779146076,0.0954039404714491,"M-TC"
25.068,27.858,"MCL",249,0.0956029261319925,0.0856980693344121,0.378009364806376,1.88958587062759e-05,0.440670743868513,"PGC"
25.075,16.007,"GL",195,0.112468260954981,0.0434701303197114,0.518580096001631,0.013390942688036,0.31209057003564,"M-TC"
25.077,15.02,"ONL",215,0.0453269349544362,0.192248978540688,0.220776121088375,0.158354240903086,0.383293724513414,"PGC"
25.105,26.949,"MCL",247,0.0380433786758137,0.0137119788306066,0.813682549138072,2.09881610268776e-06,0.134559994539405,"M-TC"
25.107,22.896,"GCL",114,0.0396859029263258,0.641404306012191,0.171570988775827,6.06341468994205e-05,0.147278168138757,"GC"
25.117,25.95,"GCL",227,0.081351579281548,0.746288963652833,0.0688215905301598,4.27679568582589e-06,0.103533589739774,"GC"
25.119,23.921,"GCL",115,0.0172304235497058,0.725578074228252,0.12963917489197,0.000150674139977377,0.127401653190095,"GC"
25.134,28.934,"GL",276,0.13154398027862,0.0865466928836573,0.273503754559784,1.01609829987586e-05,0.50839541129494,"PGC"
26.027,20.023,"GL",96,0.0286976970236652,0.102179604038752,0.486984744637064,0.00191306195269032,0.380224892347829,"M-TC"
26.03,23.935,"GCL",112,0.0450834984752126,0.825744437758314,0.103443081377788,0.000102351689736627,0.025626630698949,"GC"
26.035,16.991,"GL",9,0.120315751031714,0.0630109011367057,0.311960091161082,0.142677758499159,0.362035498171339,"PGC"
26.04,26.933,"MCL",250,0.0932056094506192,0.114136687742864,0.352313639893309,0.0135458517489189,0.426798211164289,"PGC"
26.042,15.983,"ONL",194,0.0922405805658838,0.0985417022909224,0.287236256847613,0.120915362292602,0.401066098002979,"PGC"
26.064,17.981,"GL",97,0.0576468479261532,0.0705283462482916,0.284734154316379,0.0922023660805612,0.494888285428615,"PGC"
